,ID,TimeStamp,Tweets,Likes,Retweet_count
70,3255656714,2022-07-28 05:44:09+00:00,"@RahulGandhi Congress is so shameful that despite disrespecting President of India, Shri #DroupadiMurmu Ji, they are not ready to apologise.

Congress can't digest the fact that current President of India comes from the roots of Bharat.",0,0
71,136600912,2022-07-28 05:43:20+00:00,"BJP MPs protested in the Parliament House complex over Congress leader Adhir Ranjan Chowdhury's remarks against President #DroupadiMurmu 

#ParliamentMonsoonSession https://t.co/35WBlBfVDR",0,0
72,346406417,2022-07-28 05:43:16+00:00,"#MonsoonSession | BJP demands apology from Congress on Congress MP Adhir Chowdhury's 'Rashtrapatni' remark against President #DroupadiMurmu

Lok Sabha adjourned till 12 noon 

#TV9News https://t.co/WR1O7zfioi",0,0
73,1518189706420580352,2022-07-28 05:42:55+00:00,"RT @bQFTCyTCS1zk6df: #DroupadiMurmu
By playing which Holi, we get all happiness and complete salvation?
#GodMorningThursday
Read the book ""…",0,7
74,1550883240197898240,2022-07-28 05:42:47+00:00,@DroupadiMurmu__ YOU  ARE  ABSOLUTELY  VERY VERY  RIGHT  THANKS  JAI  HIND,0,0
75,1551873014941319168,2022-07-28 05:42:17+00:00,"#MonsoonSession | BJP demands apology from Congress on Congress MP #AdhirChowdhury's 'Rashtrapatni' remark against President #DroupadiMurmu

Lok Sabha adjourned till 12 noon.",0,0
76,1530863407649685505,2022-07-28 05:42:08+00:00,"RT @bQFTCyTCS1zk6df: #DroupadiMurmu
By playing which Holi, we get all happiness and complete salvation?
#GodMorningThursday
Read the book ""…",0,7
77,1471093512280018945,2022-07-28 05:41:47+00:00,"RT @bQFTCyTCS1zk6df: #DroupadiMurmu
By playing which Holi, we get all happiness and complete salvation?
#GodMorningThursday
Read the book ""…",0,7
78,979273137136300032,2022-07-28 05:41:21+00:00,"""There is no question of apologising. I had mistakenly said 'Rashtrapatni', now if you want to hang me for it, then you can"": #Congress MP Adhir Chowdhury on his 'Rashtrapatni' remark against President Murmu 

@AVepachedu @adhirrcinc @BJP4India @INCIndia #DroupadiMurmu https://t.co/6YVRP7NRri",2,0
79,1468662033524559876,2022-07-28 05:40:40+00:00,"In another low, Leader of Congress in LS, Adhir Ranjan Chowdhury, condescendingly refers to President Droupadi Murmu as “राष्ट्रपत्नी”.
Shameful.

#CongressInsultsTribals #DroupadiMurmu #CongressKeVichaar https://t.co/nvHA33DAND",1,1
80,134758540,2022-07-28 05:39:46+00:00,"#MonsoonSession | BJP demands apology from Congress on Congress MP #AdhirChowdhury's 'Rashtrapatni' remark against President #DroupadiMurmu

Lok Sabha adjourned till 12 noon https://t.co/bj1xGQWfdP",19,2
81,1335199667571679232,2022-07-28 05:38:28+00:00,"""There is no question of apologising. I had mistakenly said 'Rashtrapatni'...the ruling party in a deliberate design trying to make mountain out of a molehill,"" says Congress MP Adhir R Chowdhury on his 'Rashtrapatni' remark against President #DroupadiMurmu  

(ANI)",1,0
82,207107095,2022-07-28 05:38:17+00:00,RT @airnewsalerts: BJP MPs protested in the Parliament House complex over Congress leader Adhir Ranjan Chowdhury' s objectionable remarks a…,0,11
83,346406417,2022-07-28 05:37:49+00:00,"#Delhi | BJP MPs including Finance Minister #NirmalaSitharaman protest against Congress MP Adhir Ranjan Chowdhury on his 'Rashtrapatni' remark against President #DroupadiMurmu, demand apology from Congress party

#TV9News",2,0
84,211430195,2022-07-28 05:35:58+00:00,RT @airnewsalerts: BJP MPs protested in the Parliament House complex over Congress leader Adhir Ranjan Chowdhury' s objectionable remarks a…,0,11
85,1477915692154310657,2022-07-28 05:35:11+00:00,"RT @bQFTCyTCS1zk6df: #DroupadiMurmu
By playing which Holi, we get all happiness and complete salvation?
#GodMorningThursday
Read the book ""…",0,7
86,1272538887944941568,2022-07-28 05:34:55+00:00,"RT @SadhguruJV: Our warmest congratulations &amp; best wishes to Smt. Draupadi Murmu on her pathbreaking election to the Highest Office, uphold…",0,3669
87,1534016563300290560,2022-07-28 05:34:24+00:00,RT @airnewsalerts: BJP MPs protested in the Parliament House complex over Congress leader Adhir Ranjan Chowdhury' s objectionable remarks a…,0,11
88,1353574435211472897,2022-07-28 05:34:05+00:00,RT @airnewsalerts: BJP MPs protested in the Parliament House complex over Congress leader Adhir Ranjan Chowdhury' s objectionable remarks a…,0,11
89,1234534367206223872,2022-07-28 05:33:11+00:00,RT @airnewsalerts: BJP MPs protested in the Parliament House complex over Congress leader Adhir Ranjan Chowdhury' s objectionable remarks a…,0,11
90,1467426225392025605,2022-07-28 05:32:55+00:00,"RT @bQFTCyTCS1zk6df: #DroupadiMurmu
By playing which Holi, we get all happiness and complete salvation?
#GodMorningThursday
Read the book ""…",0,7
91,1222096435086155776,2022-07-28 05:32:43+00:00,"#BJP MPs including Finance Minister #NirmalaSitharaman protest against Congress MP Adhir Ranjan Chowdhury on his 'Rashtrapatni' remark against President #DroupadiMurmu, demand apology from #Congress party
#Trending #Viralvideo #India https://t.co/iFuE9uNjph",0,0
92,1303369619919388672,2022-07-28 05:32:31+00:00,RT @airnewsalerts: BJP MPs protested in the Parliament House complex over Congress leader Adhir Ranjan Chowdhury' s objectionable remarks a…,0,11
93,717790888429101056,2022-07-28 05:32:28+00:00,RT @airnewsalerts: BJP MPs protested in the Parliament House complex over Congress leader Adhir Ranjan Chowdhury' s objectionable remarks a…,0,11
94,1515134066315694083,2022-07-28 05:31:48+00:00,"RT @amjadt25: India is blessed to have a leader, who is a Proud Tribal Unapologetic Hindu #DroupadiMurmu.This is a very significant histori…",0,1234
95,2978598960,2022-07-28 05:31:44+00:00,RT @airnewsalerts: BJP MPs protested in the Parliament House complex over Congress leader Adhir Ranjan Chowdhury' s objectionable remarks a…,0,11
96,727774584108400641,2022-07-28 05:31:39+00:00,RT @jankibaat1: Union Minister Smriti Irani : Congress targeting President Droupadi Murmu maliciously. Congress is demeaning the potential…,0,6
97,1390929202371698688,2022-07-28 05:31:28+00:00,"RT @draupadimurmum: Ms @AnusuiyaUikey, @GovernorCG, called on President #DroupadiMurmu at #RashtrapatiBhavan. 💐 https://t.co/WhDuKsroil",0,3
98,739866916613988352,2022-07-28 05:31:18+00:00,"• #NorthKorea's #KimJongUn congratulates #India's new pres., #DroupadiMurmu
• #G7 plan to put price cap on #Russia's oil exports
• #Armenia seeks #UN's help in return of POWs from #Azerbaijan

A bite-sized review of events from around the world! 

https://t.co/xjyBvE2fNM",2,0
99,1056850669,2022-07-28 05:31:10+00:00,BJP MPs protested in the Parliament House complex over Congress leader Adhir Ranjan Chowdhury' s objectionable remarks against President #DroupadiMurmu . https://t.co/JVp5XlZM7t,41,11
